,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2035,10.68530000000
1,electricity,Kenya,Biomass Power Plant,2040,10.47160000000
2,electricity,Kenya,Geothermal Power Plant,2035,125.96870000000
3,electricity,Kenya,Geothermal Power Plant,2040,124.39670000000
4,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2035,56.87440000000
5,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,55.73690000000
6,electricity,Kenya,Light Fuel Oil Power Plant,2035,54.61380000000
7,electricity,Kenya,Light Fuel Oil Power Plant,2040,53.52160000000
8,electricity,Kenya,Medium Hydropower Plant (10-100MW),2035,67.04910000000
9,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,66.48190000000
10,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2035,84.91260000000
11,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,83.21440000000
12,electricity,Kenya,Onshore Wind,2035,14.51370000000
13,electricity,Kenya,Onshore Wind,2040,14.22340000000
14,electricity,Kenya,Solar PV (Distributed with Storage),2035,1.65760000000
15,electricity,Kenya,Solar PV (Distributed with Storage),2040,1.62450000000
16,electricity,Kenya,Solar PV (Utility),2035,0.90120000000
17,electricity,Kenya,Solar PV (Utility),2040,0.88310000000
18,electricity,Kenya,Geothermal Power Plant,2035,109.53960000000
19,electricity,Kenya,Geothermal Power Plant,2040,109.53960000000
20,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2035,3.02400000000
21,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,3.02400000000
22,electricity,Kenya,Medium Hydropower Plant (10-100MW),2035,43.71520000000
23,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,43.71520000000
24,electricity,Kenya,Small Hydropower Plant (<10MW),2035,3.02400000000
25,electricity,Kenya,Small Hydropower Plant (<10MW),2040,3.02400000000
26,electricity,Kenya,Geothermal Power Plant,2035,285.28190000000
27,electricity,Kenya,Geothermal Power Plant,2040,285.28190000000
28,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2035,40.69920000000
29,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,40.69920000000
30,electricity,Kenya,Medium Hydropower Plant (10-100MW),2035,41.20040000000
31,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,41.20040000000
32,electricity,Kenya,Small Hydropower Plant (<10MW),2035,40.69920000000
33,electricity,Kenya,Small Hydropower Plant (<10MW),2040,40.69920000000
34,electricity,Kenya,Geothermal Power Plant,2040,287.28160000000
35,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,35.94020000000
36,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,37.88800000000
37,electricity,Kenya,Small Hydropower Plant (<10MW),2040,35.94020000000
