,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
1,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
2,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
3,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
4,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
5,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
6,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
7,electricity,Kenya,Biomass Power Plant,2020,1.41910000000
8,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
9,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
10,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
11,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
12,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
13,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
14,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
15,electricity,Kenya,Biomass Power Plant,2025,0.99340000000
16,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
17,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
18,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
19,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
20,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
21,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
22,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
23,electricity,Kenya,Gas Power Plant (CCGT),2025,28.97790000000
24,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
25,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
26,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
27,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
28,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
29,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
30,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
31,electricity,Kenya,Geothermal Power Plant,2020,10.43870000000
32,electricity,Kenya,Geothermal Power Plant,2025,7.30710000000
33,electricity,Kenya,Geothermal Power Plant,2025,7.30710000000
34,electricity,Kenya,Geothermal Power Plant,2025,7.30710000000
35,electricity,Kenya,Geothermal Power Plant,2025,7.30710000000
