,timeslice,region,technology,year,agent,category,sector,LCOE
0,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
1,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
2,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
3,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
4,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
5,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
6,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
7,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
8,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
9,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
10,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
11,"('winter', 'all-week', 'night')",Brazil,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
12,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
13,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
14,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
15,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
16,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
17,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
18,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
19,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
20,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
21,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
22,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
23,"('winter', 'all-week', 'night')",Brazil,CSP with Storage,2020,A1,newcapa,power,0.00000000000
24,"('winter', 'all-week', 'night')",Brazil,CSP without Storage,2020,A1,newcapa,power,0.00000000000
25,"('winter', 'all-week', 'night')",Brazil,CSP without Storage,2020,A1,newcapa,power,0.00000000000
26,"('winter', 'all-week', 'night')",Brazil,CSP without Storage,2020,A1,newcapa,power,0.00000000000
27,"('winter', 'all-week', 'night')",Brazil,CSP without Storage,2020,A1,newcapa,power,0.00000000000
