,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2035,3.89410000000
1,electricity,Kenya,Biomass Power Plant,2040,2.72580000000
2,electricity,Kenya,Geothermal Power Plant,2035,260.46720000000
3,electricity,Kenya,Geothermal Power Plant,2040,251.87410000000
4,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2035,20.69760000000
5,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,14.48830000000
6,electricity,Kenya,Light Fuel Oil Power Plant,2035,19.90300000000
7,electricity,Kenya,Light Fuel Oil Power Plant,2040,13.93210000000
8,electricity,Kenya,Medium Hydropower Plant (10-100MW),2035,10.31980000000
9,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,7.22380000000
10,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2035,30.94480000000
11,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,21.66140000000
12,electricity,Kenya,Onshore Wind,2035,5.28920000000
13,electricity,Kenya,Onshore Wind,2040,3.70250000000
14,electricity,Kenya,Solar PV (Distributed with Storage),2035,0.60410000000
15,electricity,Kenya,Solar PV (Distributed with Storage),2040,0.42290000000
16,electricity,Kenya,Solar PV (Utility),2035,0.32840000000
17,electricity,Kenya,Solar PV (Utility),2040,0.22990000000
18,electricity,Kenya,Geothermal Power Plant,2035,216.02810000000
19,electricity,Kenya,Geothermal Power Plant,2040,216.02810000000
20,electricity,Kenya,Biomass Power Plant,2035,88.53290000000
21,electricity,Kenya,Biomass Power Plant,2040,88.53290000000
22,electricity,Kenya,Coal Power Plant,2035,44.28390000000
23,electricity,Kenya,Coal Power Plant,2040,44.28390000000
24,electricity,Kenya,Geothermal Power Plant,2035,352.75510000000
25,electricity,Kenya,Geothermal Power Plant,2040,352.75510000000
26,electricity,Kenya,Biomass Power Plant,2040,60.49630000000
27,electricity,Kenya,Coal Power Plant,2040,31.24760000000
28,electricity,Kenya,Geothermal Power Plant,2040,329.01370000000
