,commodity,region,technology,year,supply
0,electricity,Laos,Biomass Power Plant,2050,0.62330000000
1,electricity,Laos,Coal Power Plant,2050,335.14910000000
2,electricity,Laos,Coal Power Plant,2055,293.38740000000
3,electricity,Laos,Large Hydropower Plant (Dam) (>100MW),2050,60.05420000000
4,electricity,Laos,Medium Hydropower Plant (10-100MW),2050,3.15840000000
5,electricity,Laos,Small Hydropower Plant (<10MW),2050,0.27030000000
6,electricity,Laos,Solar PV (Distributed with Storage),2050,0.00890000000
7,electricity,Laos,Coal Power Plant,2050,596.63740000000
8,electricity,Laos,Coal Power Plant,2055,596.63740000000
9,electricity,Laos,Coal Power Plant,2050,462.60710000000
10,electricity,Laos,Coal Power Plant,2055,462.60710000000
11,electricity,Laos,Coal Power Plant,2050,474.76340000000
12,electricity,Laos,Coal Power Plant,2055,474.76340000000
13,electricity,Laos,Coal Power Plant,2050,433.91960000000
14,electricity,Laos,Coal Power Plant,2055,433.91960000000
15,electricity,Laos,Coal Power Plant,2050,436.26220000000
16,electricity,Laos,Coal Power Plant,2055,436.26220000000
17,electricity,Laos,Coal Power Plant,2055,43.40510000000
